Name	InChIKey	SMILES	RT
Adenosine (not validated)	OIRDTQYFTABQOQ-UHFFFAOYNA-N	OCC3OC(N2C=NC1=C(N=CN=C12)N)C(O)C3(O)	1.88
Guanosine (not validated)	NYHBQMYGNKIUIF-UHFFFAOYNA-N	O=C3NC(=NC1=C3(N=CN1C2OC(CO)C(O)C2(O)))N	1.93
Xanthine (not validated)	LRFVTYWOQMYALW-UHFFFAOYSA-N	O=C1NC(=O)C=2NC=NC=2(N1)	1.75
Deoxyadenosine	OLXZPDWKRNYJJZ-UHFFFAOYNA-N	OCC3OC(N2C=NC=1C(=NC=NC=12)N)CC3(O)	1.93
Nicotine (not validated)	SNICXCGAKADSCV-UHFFFAOYNA-N	N1=CC=CC(=C1)C2N(C)CCC2	1.62
N-Fructosyl S-(2-carboxypropyl)glutathione	XNLDDWIYGNQHQN-UHFFFAOYNA-N	CC(CSCC(NC(=O)CCC(NCC1(O)OCC(O)C(O)C1O)C(O)=O)C(=O)NCC(O)=O)C(O)=O	2.4
Phytosphingosine (not validated, isomer of 1697)	AERBNCYCJBRYDG-UHFFFAOYNA-N	OCC(N)C(O)C(O)CCCCCCCCCCCCCC	7.82
LPE 16:0	YVYMBNSKXOXSKW-UHFFFAOYNA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC	10.02
LPC 16:0	ASWBNKHCZGQVJV-UHFFFAOYNA-N	O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC	9.91
Biochanin A	WUADCCWRTIWANL-UHFFFAOYSA-N	O=C1C(=COC2=CC(O)=CC(O)=C12)C3=CC=C(OC)C=C3	7.63
Formononetin	HKQYGTCOTHHOMP-UHFFFAOYSA-N	O=C1C=3C=CC(O)=CC=3(OC=C1C2=CC=C(OC)C=C2)	6.69
Formononetin-7-O-glucoside	MGJLSBDCWOSMHL-UHFFFAOYNA-N	O=C2C(=COC3=CC(OC1OC(CO)C(O)C(O)C1(O))=CC=C23)C4=CC=C(OC)C=C4	5.04
Isoflavone base + 3O	DDKGKOOLFLYZDL-UHFFFAOYSA-N	O=C1C(=COC2=CC(O)=CC=C12)C3=CC=C(O)C(O)=C3	4.63
Isoflavone base + 2O, 1MeO	DXYUAIFZCFRPTH-UHFFFAOYSA-N	O=C1C(=COC=2C=C(O)C(OC)=CC1=2)C3=CC=C(O)C=C3	5.3
Biochanin-7-O-glucoside	LFEUICHQZGNOHD-UHFFFAOYNA-N	O=C2C(=COC3=CC(OC1OC(CO)C(O)C(O)C1(O))=CC(O)=C23)C4=CC=C(OC)C=C4	5.73
Daidzein	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	O=C1C(=COC=2C=C(O)C=CC1=2)C3=CC=C(O)C=C3	5.15
Daidzein-8-C-glucoside	HKEAFJYKMMKDOR-UHFFFAOYNA-N	O=C3C(=COC1=C3(C=CC(O)=C1C2OC(CO)C(O)C(O)C2(O)))C4=CC=C(O)C=C4	3.27
Tryptophanol (not validated)	MBBOMCVGYCRMEA-UHFFFAOYSA-N	OCCC2=CNC1=CC=CC=C12	3.06
Tryptamine (not validated)	APJYDQYYACXCRM-UHFFFAOYSA-N	NCCC2=CNC1=CC=CC=C12	1.79
Tryptophan	QIVBCDIJIAJPQS-UHFFFAOYNA-N	O=C(O)C(N)CC2=CNC=1C=CC=CC=12	2.8
Flavonol base + 5O, O-Hex	IDTDRZPBDLMCLB-UHFFFAOYNA-N	O=C2C(O)=C(OC3=CC(OC1OC(CO)C(O)C(O)C1(O))=C(O)C(O)=C23)C=4C=CC(O)=C(O)C=4	3.72
Quercetin	REFJWTPEDVJJIY-UHFFFAOYSA-N	O=C1C(O)=C(OC2=CC(O)=CC(O)=C12)C=3C=CC(O)=C(O)C=3	5.37
Quercetin-3-O-glucoside	OVSQVDMCBVZWGM-UHFFFAOYNA-N	O=C2C(OC1OC(CO)C(O)C(O)C1(O))=C(OC3=CC(O)=CC(O)=C23)C4=CC=C(O)C(O)=C4	4.03
Quercetin-4'-O-glucoside	OIUBYZLTFSLSBY-UHFFFAOYNA-N	O=C1C(O)=C(OC=2C=C(O)C=C(O)C1=2)C4=CC=C(OC3OC(CO)C(O)C(O)C3(O))C(O)=C4	4.51
Flavonol base + 4O, O-MalonylHex	NBQPHANHNTWDML-UHFFFAOYNA-N	O=C(O)CC(=O)OCC4OC(OC=2C(=O)C3=C(O)C=C(O)C=C3(OC=2(C=1C=CC(O)=C(O)C=1)))C(O)C(O)C4(O)	4.22
Quercetin-3-O-rutinoside	IKGXIBQEEMLURG-UHFFFAOYNA-N	O=C3C(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))=C(OC=4C=C(O)C=C(O)C3=4)C5=CC=C(O)C(O)=C5	3.86
Quercetin-3,4'-O-di-beta-glucoside	RPVIQWDFJPYNJM-UHFFFAOYNA-N	O=C2C(OC1OC(CO)C(O)C(O)C1(O))=C(OC3=CC(O)=CC(O)=C23)C=5C=CC(OC4OC(CO)C(O)C(O)C4(O))=C(O)C=5	3.54
Flavonol base + 4O, O-dHex, O-Hex-dHex	WLPJMCCYDZFCBL-UHFFFAOYNA-N	O=C4C(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O)))=C(OC=5C=C(OC3OC(C)C(O)C(O)C3(O))C=C(O)C4=5)C6=CC=C(O)C(O)=C6	3.09
Syringetin-3-O-glucoside	JMFWYRWPJVEZPV-UHFFFAOYNA-N	O=C2C(OC1OC(CO)C(O)C(O)C1(O))=C(OC=3C=C(O)C=C(O)C2=3)C=4C=C(OC)C(O)=C(OC)C=4	4.36
Isorhamnetin	IZQSVPBOUDKVDZ-UHFFFAOYSA-N	O=C1C(O)=C(OC2=CC(O)=CC(O)=C12)C=3C=CC(O)=C(OC)C=3	6.14
Isorhamnetin-3-O-galactoside-6''-rhamnoside	UIDGLYUNOUKLBM-UHFFFAOYNA-N	O=C3C(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))=C(OC4=CC(O)=CC(O)=C34)C=5C=CC(O)=C(OC)C=5	4.17
Kaempferol-7-O-rhamnoside	HQNOUCSPWAGQND-UHFFFAOYNA-N	O=C2C(O)=C(OC3=CC(OC1OC(C)C(O)C(O)C1(O))=CC(O)=C23)C4=CC=C(O)C=C4	5.28
Flavonol base + 3O, O-Hex	JPUKWEQWGBDDQB-UHFFFAOYNA-N	O=C2C(OC1OC(CO)C(O)C(O)C1(O))=C(OC3=CC(O)=CC(O)=C23)C4=CC=C(O)C=C4	4.37
Kaempferol-3-O-rhamnoside-7-O-rhamnoside	PUPKKEQDLNREIM-UHFFFAOYNA-N	O=C3C(OC1OC(C)C(O)C(O)C1(O))=C(OC4=CC(OC2OC(C)C(O)C(O)C2(O))=CC(O)=C34)C5=CC=C(O)C=C5	3.94
Kaempferol-3-O-glucoside-7-O-rhamnoside	JYXSWDCPHRTYGU-UHFFFAOYNA-N	O=C3C(OC1OC(CO)C(O)C(O)C1(O))=C(OC4=CC(OC2OC(C)C(O)C(O)C2(O))=CC(O)=C34)C5=CC=C(O)C=C5	3.7
Kaempferol-3-O-glucoside-3''-rhamnoside	YFPYXTNSQOUHPS-UHFFFAOYNA-N	O=C3C(OC2OC(CO)C(O)C(OC1OC(C)C(O)C(O)C1(O))C2(O))=C(OC=4C=C(O)C=C(O)C3=4)C5=CC=C(O)C=C5	4.15
Kaempferol 3-O-sophoroside	LKZDFKLGDGSGEO-UHFFFAOYNA-N	O=C3C(OC2OC(CO)C(O)C(O)C2(OC1OC(CO)C(O)C(O)C1(O)))=C(OC=4C=C(O)C=C(O)C3=4)C5=CC=C(O)C=C5	3.8
Flavonol base + 2O, 1MeO	SQFSKOYWJBQGKQ-UHFFFAOYSA-N	O=C1C(O)=C(OC2=CC(O)=CC(O)=C12)C3=CC=C(OC)C=C3	5.99
Flavonol base + 2MeO	PFMGWOVPHHEHAL-UHFFFAOYSA-N	O=C1C(O)=C(OC2=CC(OC)=CC=C12)C=3C=CC=C(OC)C=3	6.75
Flavonol base + 3O + O-Hex-dHex	RTATXGUCZHCSNG-QHWHWDPRSA-N	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	4
Luteolin	IQPNAANSBPBGFQ-UHFFFAOYSA-N	O=C1C=C(OC=2C=C(O)C=C(O)C1=2)C3=CC=C(O)C(O)=C3	5.34
Plantaginin	VUGRLRAUZWGZJP-UHFFFAOYNA-N	O=C2C=C(OC3=CC(OC1OC(CO)C(O)C(O)C1(O))=C(O)C(O)=C23)C4=CC=C(O)C=C4	4.07
Luteolin-4'-O-glucoside	UHNXUSWGOJMEFO-UHFFFAOYNA-N	OCC1OC(OC2=CC=C(C=C2O)C2=CC(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O	4.45
Apigenin	KZNIFHPLKGYRTM-UHFFFAOYSA-N	O=C1C=C(OC2=CC(O)=CC(O)=C12)C3=CC=C(O)C=C3	5.89
Flavone base + 3O, O-HexA	IKIIZLYTISPENI-UHFFFAOYNA-N	O=C(O)C4OC(OC1=CC=2OC(=CC(=O)C=2(C(O)=C1(O)))C3=CC=CC=C3)C(O)C(O)C4(O)	4.49
Cosmosiin	KMOUJOKENFFTPU-UHFFFAOYNA-N	O=C2C=C(OC3=CC(OC1OC(CO)C(O)C(O)C1(O))=CC(O)=C23)C4=CC=C(O)C=C4	4.2
Flavone base + 3O, O-MalonylHex	JXWAQRJFONLTSI-UHFFFAOYNA-N	O=C(O)CC(=O)OCC4OC(OC1=CC(O)=C2C(=O)C=C(OC2(=C1))C3=CC=C(O)C=C3)C(O)C(O)C4(O)	5.16
Luteolin-6-C-glucoside	ODBRNZZJSYPIDI-UHFFFAOYNA-N	O=C1C=C(OC2=CC(O)=C(C(O)=C12)C3OC(CO)C(O)C(O)C3(O))C=4C=CC(O)=C(O)C=4	3.59
5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one	MYXNWGACZJSMBT-UHFFFAOYNA-N	O=C1C=C(OC2=CC(O)=C(C(O)=C12)C3OC(CO)C(O)C(O)C3(O))C4=CC=C(O)C=C4	3.95
Apigenin-6-C-glucoside-7-O-glucoside	HGUVPEBGCAVWID-UHFFFAOYNA-N	O=C2C=C(OC=3C=C(OC1OC(CO)C(O)C(O)C1(O))C(=C(O)C2=3)C4OC(CO)C(O)C(O)C4(O))C5=CC=C(O)C=C5	3.52
Luteolin 6-C-glucoside 8-C-arabinoside	ZLPSOQFIIQIIAX-UHFFFAOYNA-N	O=C1C=C(OC=2C1=C(O)C(=C(O)C=2C3OC(CO)C(O)C(O)C3(O))C4OC(CO)C(O)C(O)C4(O))C5=CC=C(O)C(O)=C5	3.1
Apigenin 6-C-glucoside 8-C-arabinoside	TUIJPUWSXVFWSH-UHFFFAOYNA-N	O=C1C=C(OC=2C1=C(O)C(=C(O)C=2C3OC(CO)C(O)C3(O))C4OC(CO)C(O)C(O)C4(O))C5=CC=C(O)C=C5	3.55
Vicenin 2	FIAAVMJLAGNUKW-UHFFFAOYNA-N	O=C1C=C(OC=2C1=C(O)C(=C(O)C=2C3OC(CO)C(O)C(O)C3(O))C4OC(CO)C(O)C(O)C4(O))C5=CC=C(O)C=C5	3.3
Eriodictyol	SBHXYTNGIZCORC-UHFFFAOYNA-N	O=C2C=3C(O)=CC(O)=CC=3(OC(C=1C=CC(O)=C(O)C=1)C2)	5.35
Isookanin-7-O-glucoside	DGGOLFCPSUVVHX-UHFFFAOYNA-N	O=C3C=4C=CC(OC1OC(CO)C(O)C(O)C1(O))=C(O)C=4(OC(C2=CC=C(O)C(O)=C2)C3)	3.47
Flavanone base + 3O, 1MeO	AIONOLUJZLIMTK-UHFFFAOYNA-N	O=C2C3=C(O)C=C(O)C=C3(OC(C=1C=CC(OC)=C(O)C=1)C2)	6.04
Naringenin	FTVWIRXFELQLPI-UHFFFAOYNA-N	OC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(O)C=C2O	5.95
Naringenin-7-O-glucoside	DLIKSSGEMUFQOK-UHFFFAOYNA-N	O=C3C4=C(O)C=C(OC1OC(CO)C(O)C(O)C1(O))C=C4(OC(C2=CC=C(O)C=C2)C3)	4.52
Sakuranetin	DJOJDHGQRNZXQQ-UHFFFAOYNA-N	O=C2C=3C(O)=CC(OC)=CC=3(OC(C1=CC=C(O)C=C1)C2)	7.42
Flavone base + 3O, O-HexA-FeruloylHexA	LNCLTICCQWMCNS-UHFFFAOYNA-N	O=C(OC1C(OC(C(=O)O)C(O)C1(O))OC5C(OC2=CC=C(C=C2)C=3OC4=CC(O)=CC(O)=C4(C(=O)C=3))OC(C(=O)O)C(O)C5(O))C=CC=6C=CC(O)=C(OC)C=6	4.76
trans-Ferulic acid	KSEBMYQBYZTDHS-UHFFFAOYSA-N	O=C(O)C=CC1=CC=C(O)C(OC)=C1	4.24
Azelaic acid	BDJRBEYXGGNYIS-UHFFFAOYSA-N	O=C(O)CCCCCCCC(=O)O	4.78
Arachidonic acid (not validated)	YZXBAPSDXZZRGB-UHFFFAOYSA-N	O=C(O)CCCC=CCC=CCC=CCC=CCCCCC	7.39
Isoleucylaspartate	WKXVAXOSIPTXEC-UHFFFAOYNA-N	O=C(O)CC(NC(=O)C(N)C(C)CC)C(=O)O	1.87
Valylvaline	KRNYOVHEKOBTEF-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)C)C(C)C	2.15
Threonylleucine (isomer of 809, 925)	BQBCIBCLXBKYHW-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(O)C)CC(C)C	2.41
PyroglutamylIsoleucine (isomer of 1005)	MKCVLTRITQNGQI-UHFFFAOYNA-N	O=C(O)C(NC(=O)C1NC(=O)CC1)C(C)CC	2.55
Isoleucylglutamate	KTGFOCFYOZQVRJ-UHFFFAOYNA-N	O=C(O)CCC(NC(=O)C(N)C(C)CC)C(=O)O	1.98
Isoleucylglutamine	CNPNWGHRMBQHBZ-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)CC)CCC(=O)N	1.82
Isoleucylvaline	BCXBIONYYJCSDF-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)CC)C(C)C	2.55
Leucylvaline	MDSUKZSLOATHMH-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CC(C)C)C(C)C	2.66
ValylIsoleucine	PNVLWFYAPWAQMU-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)C)C(C)CC	2.88
Alanylphenylalanine	OMNVYXHOSHNURL-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C)CC1=CC=CC=C1	2.84
Isoleucylleucine	BCVIOZZGJNOEQS-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)CC)C(C)CC	3.05
Leucylleucine	LCPYQJIKPJDLLB-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CC(C)C)CC(C)C	3.29
Prolylphenylalanine	IWIANZLCJVYEFX-UHFFFAOYNA-N	O=C(O)C(NC(=O)C1NCCC1)CC2=CC=CC=C2	2.99
Glutamyltyrosine	VVLXCWVSSLFQDS-UHFFFAOYNA-N	O=C(O)C(N)CCC(=O)NC(C(=O)O)CC1=CC=C(O)C=C1	2.36
Phenylalanylvaline	IEHDJWSAXBGJIP-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CC1=CC=CC=C1)C(C)C	2.98
Valylphenylalanine	GJNDXQBALKCYSZ-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)C)CC1=CC=CC=C1	3.23
Leucylphenylalanine	KFKWRHQBZQICHA-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CC(C)C)CC1=CC=CC=C1	3.64
Phenylalanylisoleucine (isomer of 1329)	JWBLQDDHSDGEGR-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CC1=CC=CC=C1)C(C)CC	3.79
Leucylglycine	LESXFEZIFXFIQR-UHFFFAOYNA-N	O=C(O)CNC(=O)C(N)CC(C)C	2.08
Leucylalanine	HSQGMTRYSIHDAC-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CC(C)C)C	2.02
Alanylleucine (isomer of 675)	RDIKFPRVLJLMER-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C)CC(C)C	2.36
Isoleucylserine	TWVKGYNQQAUNRN-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)C(C)CC)CO	1.8
Serylleucine	NFDYGNFETJVMSE-UHFFFAOYNA-N	O=C(O)C(NC(=O)C(N)CO)CC(C)C	2.38
Coumestan base + 2O	ZZIALNLLNHEQPJ-UHFFFAOYSA-N	O=C3OC=1C=C(O)C=CC=1C=4OC=2C=C(O)C=CC=2C3=4	5.97
6-Methoxy-7-hydroxycoumarin	RODXRVNMMDRFIK-UHFFFAOYSA-N	O=C1OC2=CC(O)=C(OC)C=C2(C=C1)	4.24
Scoparone	GUAFOGOEJLSQBT-UHFFFAOYSA-N	O=C1OC2=CC(OC)=C(OC)C=C2(C=C1)	5
Flavone base + 3O, O-HexA-coumaroylHexA	NCJNNMWJQIKYLO-XCVCLJGONA-N	OC1C(O)C(OC(OC2=CC=C(C=C2)C2=CC(=O)C3=C(O)C=C(O)C=C3O2)C1OC1OC(C(O)C(O)C1OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O)C(O)=O	4.77
N1,N10-Dicoumaroylspermidine	QYBCBMVQSCJMSA-UHFFFAOYSA-N	O=C(C=CC1=CC=C(O)C=C1)NCCCNCCCCNC(=O)C=CC2=CC=C(O)C=C2	3.83
Coumaric acid (isomer of 192, 194)	NGSWKAQJJWESNS-UHFFFAOYSA-N	O=C(O)C=CC1=CC=C(O)C=C1	2.71
2',4,4'-Trihydroxychalcone	DXDRHHKMWQZJHT-UHFFFAOYSA-N	O=C(C=CC1=CC=C(O)C=C1)C=2C=CC(O)=CC=2(O)	6.43
Rosmarinic acid (not validated)	DOUMFZQKYFQNTF-UHFFFAOYNA-N	O=C(OC(C(=O)O)CC=1C=CC(O)=C(O)C=1)C=CC=2C=CC(O)=C(O)C=2	4.6
trans-Caffeic acid	QAIPRVGONGVQAS-UHFFFAOYSA-N	O=C(O)C=CC1=CC=C(O)C(O)=C1	3.44
Delphinidin 3-glucoside	XENHPQQLDPAYIJ-UHFFFAOYNA-O	OC=2C=C(O)C=3C=C(OC1OC(CO)C(O)C(O)C1(O))C(=[O+]C=3(C=2))C4=CC(O)=C(O)C(O)=C4	2.61
Anthocyanidin base + 5O, 1MeO, O-Hex, O-Hex-coumaroylHex	BXEZTCOKOLHMKY-UHFFFAOYNA-O	O=C(OC6C(O)C(O)C(OCC5OC(OC=2C=C4C(OC1OC(CO)C(O)C(O)C1(O))=CC(O)=CC4(=[O+]C=2C3=CC(O)=C(O)C(OC)=C3))C(O)C(O)C5(O))OC6(C))C=CC7=CC=C(O)C=C7	3.76
Cyanidin-3-O-glucoside	RKWHWFONKJEUEF-UHFFFAOYNA-O	OC=2C=C(O)C3=CC(OC1OC(CO)C(O)C(O)C1(O))=C([O+]=C3(C=2))C=4C=CC(O)=C(O)C=4	2.91
Tyrosine	OUYCCCASQSFEME-UHFFFAOYNA-N	O=C(O)C(N)CC1=CC=C(O)C=C1	1.79
Tyramine	DZGWFCGJZKJUFP-UHFFFAOYSA-N	OC1=CC=C(C=C1)CCN	1.83
Methoxytyramine	DIVQKHQLANKJQO-UHFFFAOYSA-N	OC=1C=CC(=CC=1(OC))CCN	2.06
Phenylalanine	COLNVLDHVKWLRT-UHFFFAOYNA-N	O=C(O)C(N)CC1=CC=CC=C1	2.3
Leucine	ROHFNLRQFUQHCH-UHFFFAOYNA-N	O=C(O)C(N)CC(C)C	1.87
Isoleucine	AGPKZVBTJJNPAG-UHFFFAOYNA-N	O=C(O)C(N)C(C)CC	1.94
Vanillic acid (not validated)	QRMZSPFSDQBLIX-UHFFFAOYSA-N	O=C(O)CC1=CC=C(O)C(OC)=C1	3.84
Aminobenzoyl-glutamate	GADGMZDHLQLZRI-UHFFFAOYNA-N	O=C(O)CCC(NC(=O)C1=CC=C(N)C=C1)C(=O)O	3.22
Cyclo(leucylprolyl)	SZJNCZMRZAUNQT-UHFFFAOYNA-N	O=C1NC(C(=O)N2CCCC12)CC(C)C	4.03
Pyroglutamic acid (not validated, isomer of 88)	ODHCTXKNWHHXJC-UHFFFAOYNA-N	O=C(O)C1NC(=O)CC1	1.73
Butyryl carnitine (isomer of 920)	LRCNOZRCYBNMEP-UHFFFAOYNA-N	O=C([O-])CC(OC(=O)C(C)C)C[N+](C)(C)C	2.48
Hordenine	KUBCEEMXQZUPDQ-UHFFFAOYSA-N	CN(C)CCC1=CC=C(O)C=C1	2.05
Dehydrosalsolidine	VASUQTGZAPZKFK-UHFFFAOYSA-N	COC1=CC2=C(C=C1OC)C(C)=NCC2	2.93
Geniposide	IBFYXTRXDNAPMM-UHFFFAOYNA-N	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CC=C2CO	3.42
Quercetin-3-O-xyloside	PZZRDJXEMZMZFD-UHFFFAOYNA-N	OC1COC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)C(O)C1O	4.17
Quercetin-3-O-glucosyl-6''-acetate	IGLUNMMNDNWZOA-UHFFFAOYNA-N	CC(=O)OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	4.42
Quercetin 3-O-[2''-O-b-D-glucopyranosyl]-a-L-rhamnopyranoside	DFNXNCCYQRPZMD-UHFFFAOYNA-N	CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O	4.15
Diosmetin-7-O-rutinoside	GZSOSUNBTXMUFQ-UHFFFAOYNA-N	COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O1)C=C(OC1OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C1O)C=C2O	4.39
6-Hydroxyflavanone	XYHWPQUEOOBIOW-UHFFFAOYNA-N	OC1=CC2=C(OC(CC2=O)C2=CC=CC=C2)C=C1	7.17
Coniferyl aldehyde	DKZBBWMURDFHNE-UHFFFAOYSA-N	COC1=CC(C=CC=O)=CC=C1O	4.76
Sinapic acid	PCMORTLOPMLEFB-UHFFFAOYSA-N	COC1=CC(C=CC(O)=O)=CC(OC)=C1O	4.21
Okanin-4'-O-glucoside	XGEYXJDOVMEJNG-UHFFFAOYNA-N	OCC1OC(OC2=C(O)C(O)=C(C=C2)C(=O)C=CC2=CC(O)=C(O)C=C2)C(O)C(O)C1O	4.1
Pelargonidin-3-O-glucoside	ABVCUBUIXWJYSE-UHFFFAOYNA-O	OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)C(O)C(O)C1O	3.12
Peonidin-3-O-beta-galactoside	ZZWPMFROUHHAKY-UHFFFAOYNA-O	COC1=CC(=CC=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1	3.12
Cyanidin-3-O-sophoroside	SXYMMDGPXYVCER-UHFFFAOYNA-O	OCC1OC(OC2C(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C=C3)OC(CO)C(O)C2O)C(O)C(O)C1O	2.77
Apigeninidin	ZKMZBAABQFUXFE-UHFFFAOYSA-N	OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC([O-])=C2C=C1	3.87
Indole-3-acetyl-L-glutamic acid	YRKLGWOHYXIKSF-UHFFFAOYNA-N	OC(=O)CCC(N=C(O)CC1=CNC2=CC=CC=C12)C(O)=O	4.12
Cyclo-prolylglycine	OWOHLURDBZHNGG-UHFFFAOYNA-N	O=C1CNC(=O)C2CCCN12	2.06
Rhoeadine	XRBIHOLQAKITPP-UHFFFAOYNA-N	COC1OC2C(N(C)CCC3=C2C=C2OCOC2=C3)C2=C1C1=C(OCO1)C=C2	4.65
Ginsenoside Rh2 (S-FORM)	CKUVNOCSBYYHIS-UHFFFAOYNA-N	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C	9.84
Ginsenoside Rh1	RAQNTCRNSXYLAH-UHFFFAOYNA-N	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O	6.29
Ginsenoside Rg6	ZVTVWDXRNMHGNY-UHFFFAOYNA-N	CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(=C)CCC=C(C)C)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O	7.57
Ginsenoside Rg2	AGBCLJAHARWNLA-UHFFFAOYNA-N	CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(C)(O)CCC=C(C)C)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O	6.25
Ginsenoside F2	SWIROVJVGRGSPO-UHFFFAOYNA-N	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C	7.66
Ginsenoside Rg3(S-FORM)	RWXIFXNRCLMQCD-UHFFFAOYNA-N	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C	8.2
Ginsenoside Rf	UZIOUZHBUYLDHW-UHFFFAOYNA-N	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	5.94
Ginsenoside-Rg1	YURJSTAIMNSZAE-UHFFFAOYNA-N	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O	4.8
Ginsenoside Re	PWAOOJDMFUQOKB-UHFFFAOYNA-N	CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(C)(CCC=C(C)C)OC3OC(CO)C(O)C(O)C3O)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O	4.79
Ginsenoside Rc	JDCPEKQWFDWQLI-UHFFFAOYNA-N	CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C	6.01
Ginsenoside Rb3	SNPYJWZTTUVUIS-UHFFFAOYNA-N	CCC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C2CCC2C(C)(C)C(CCC12C)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	6.19
